carID,price
53851,10200
73630,7399
51594,19990
14635,12000
29580,15530
203,21490
22857,12500
74270,19490
43069,21000
10147,12999
15102,9995
35035,22498
31024,11600
14734,18998
55041,7750
67920,17027
9550,19047
8389,17980
37674,18400
9694,11300
29700,11750
5184,29350
55897,3750
40081,16267
33523,12795
28194,12790
18724,12295
6777,6240
54969,4490
50919,8490
4349,24500
58348,7992
6481,10965
14385,21991
45705,31500
31855,8000
8242,13888
52756,10499
73308,39995
10774,10295
13444,22000
5634,23490
40877,20300
40796,36990
44348,21980
71362,8251
70767,21495
14557,19498
70416,13998
32651,13998
9243,23498
55776,9295
9995,11632
54265,14995
39185,14521
42165,25399
24189,19500
72540,16995
26519,9698
72309,9491
53824,7991
41170,32499
51372,17795
507,3495
10976,13950
55235,8985
69887,10495
72024,12780
19156,16798
50264,7500
70356,20499
41105,23480
5287,21000
18196,14995
24564,15550
23011,9270
4088,12950
34655,12995
11775,23991
6824,29450
52002,11990
28033,9300
24941,12995
69344,45492
26711,10995
26434,14465
56403,10700
39463,40991
48461,18000
5369,17550
49479,9650
72839,9641
63721,8995
70522,11999
54212,9998
71898,19490
48875,28700
28040,16700
74094,2495
64269,7776
15974,18797
17751,8998
1847,18195
23826,15220
23891,13470
64779,7799
23232,20450
7642,11295
63054,10795
1165,15000
35144,25799
75130,8495
19783,20500
4225,22990
53017,20791
58973,9491
48849,16495
23025,11690
3875,9880
37659,15892
63833,12998
15175,8691
48844,15495
20146,11850
57244,18245
62499,12198
4175,19950
26252,10500
47261,10495
30107,8500
11455,19250
42905,23495
25771,15999
23792,11992
74393,10997
14246,13491
1331,23444
49837,9230
42921,23680
63828,15495
64035,9770
57537,3990
12037,35998
37699,18816
38522,16400
4479,38995
15732,18300
50764,16495
18504,6480
7525,14498
7169,27498
63949,5984
70805,57991
7021,18480
23741,12000
32397,15739
7499,7795
62178,11495
55818,10695
51632,21250
71677,29999
55687,8990
60901,12891
5778,20992
26175,18500
74460,29890
23893,11495
36572,39995
32902,16000
47925,13000
32166,15299
42850,12999
42825,11900
70568,20995
17038,16495
48351,10495
52260,19995
57863,7998
31752,8000
58073,13390
60428,11710
66521,8998
25573,9250
2946,16725
69688,8495
39701,12500
14951,31480
63421,14990
50190,18250
13789,20491
41523,28490
23794,17000
61430,13998
35832,19499
34251,7174
74172,15995
4412,29990
12331,15690
70862,19644
57857,9452
36525,28879
41913,27998
29859,6200
34891,16120
32794,8291
1704,11490
59631,13000
3815,17750
52437,10395
56181,12995
30415,6491
75420,11498
58033,9481
37426,20398
2061,59450
25199,10490
5017,27490
69053,22990
2924,53990
61306,17299
56710,15970
1365,13999
45191,25966
68468,15961
22074,11695
60689,7250
50831,8695
63021,10499
532,40990
8696,6500
37993,14990
45467,24780
47755,10747
16272,10498
52917,14290
53009,13490
34557,26000
47770,19998
10591,25980
19312,12550
57672,6495
34912,35900
72943,11950
16822,8500
4480,7500
51191,17499
21654,19495
29446,9400
53454,21991
64155,11698
22159,1795
62301,10170
17124,7695
4650,28991
689,9432
67609,32395
993,11225
72709,16225
65306,13563
73460,16425
40377,34950
53605,11330
19993,33500
67335,8498
13669,19795
4160,22950
1526,31500
64076,8699
29368,12940
22621,9750
72260,16880
53482,13495
50021,9298
38068,18980
43152,16750
11898,11300
56094,5250
33068,15995
13948,13000
7019,14959
11614,46440
27459,9491
60479,11475
46497,14307
47554,6990
67659,17975
14560,13600
38596,20995
24858,9995
65075,11985
74313,4495
57584,8760
25330,7450
15547,17400
56464,10495
30805,13820
57509,16500
22244,7990
2783,16190
70362,17295
43189,44980
23388,8920
5329,32490
35692,44990
60770,6491
56837,5725
26690,16500
30736,13490
57301,16494
31212,19117
48223,21495
75359,13790
69321,11991
62720,7999
28079,20491
140,14995
52058,10382
50323,9298
45037,19501
47182,8690
2863,16491
73893,17770
4764,22700
17909,1450
25853,18650
32419,3495
32031,23991
1428,33998
71370,9998
18156,10540
8885,20499
35444,24000
38733,30049
10875,7990
65962,10000
46798,8400
54703,6498
20442,20499
45026,13500
58822,11498
37218,35149
68083,12995
12066,9600
14705,15199
25362,8200
4372,22000
4974,46395
32143,16995
62593,9495
53399,27999
20365,12597
13616,9527
2878,20000
17613,11599
37303,20490
68884,8698
9060,13350
44719,17875
63590,10390
62073,9770
39558,28810
42880,25240
20303,16000
19564,13600
35558,21498
68669,13750
2813,15399
26042,17310
52640,11995
28845,11250
41420,27490
49964,4995
52777,24060
59705,15500
65711,19991
58416,8700
14285,9990
70685,12999
75762,8990
48724,14798
74199,30495
65448,6118
7329,15800
66916,30725
51457,14995
997,12690
27851,19799
27615,16995
38374,21699
63331,15998
67147,15690
42174,14980
31412,6500
48587,20490
24971,10500
39405,21980
59091,10440
25026,8000
2754,20295
13723,15499
43327,24995
12231,11891
20544,18134
34485,5995
6116,20000
43610,17250
3430,16600
55252,13495
12490,30980
898,19295
68373,31590
70268,18790
12486,2995
75469,12498
37599,12798
25915,7991
60127,7590
59595,10495
18852,15950
59236,11199
45765,54995
1152,10800
42381,28800
64130,8124
51992,29903
61352,6420
16856,14820
40140,46998
27825,8300
46111,23998
29088,11000
30566,18500
64930,10530
73526,8400
15142,15999
40001,18600
55451,17995
33559,15495
2047,22750
13724,12200
61406,7998
7564,13800
47849,16000
60458,8999
16542,7695
68209,6400
42314,26480
28579,14500
50002,12370
42766,20682
73117,10291
14271,72798
28123,14750
63403,6360
14834,17000
11084,15127
67200,4995
10816,11490
57207,4930
60448,10995
1015,20750
32552,12998
671,30490
46588,15490
46353,24995
43222,13799
32228,17490
31365,9950
44695,13899
60563,7000
69495,6999
24258,10000
1971,26990
27673,12400
52198,10995
15306,8695
55241,6790
52548,17498
20792,12899
63465,12995
25559,24799
64122,1995
74711,15690
60878,6971
30237,17250
62221,10998
11844,19988
50879,27890
48693,11490
61542,10990
64448,16995
66775,16625
10406,7490
48582,8995
16479,12495
74688,7490
51800,1995
270,15599
63813,6874
43349,16699
29671,3995
22379,10300
54378,7298
41096,19998
68792,22777
27836,12800
73227,13000
5326,70990
29836,16440
74133,9164
53578,11895
69006,26989
64903,7690
7077,45912
45217,26256
67191,10991
37096,22991
41345,24480
2519,31600
5781,28950
35526,21998
38256,29399
56140,9195
6918,35444
67662,20899
24816,17250
47901,8490
51972,10999
21738,5990
43126,26690
18006,13190
1621,12990
39257,32980
74708,12500
24255,15650
59345,11995
63811,9000
59826,5985
30666,8295
1825,19950
29396,9250
74390,17995
16600,7980
8220,6295
60963,9298
3444,29630
60047,7960
52971,9995
18742,9999
37058,25999
28346,10000
70229,17298
66237,7999
18939,13695
72713,19495
45497,40796
14839,32940
30399,5298
41828,25599
10573,11990
62544,15495
74839,20500
23310,7499
36635,21840
44765,26480
18507,9800
36955,19004
6815,24500
28895,9790
55908,9986
9851,11399
66456,25490
60616,8120
12239,24280
38904,30099
15491,7250
51550,7995
56422,25950
21615,9500
68444,17990
22263,10800
34518,9699
17623,13200
43903,13299
10903,23980
57348,9491
59897,5561
1836,21500
3981,30985
26500,2275
74660,10290
52139,16995
17476,19897
1481,18500
15587,7770
34112,14690
46079,26000
60086,8800
70415,9899
73385,13999
19502,12795
39870,16800
8384,13995
13470,32790
39850,19852
68279,17444
9073,13799
27267,9899
30326,13491
62561,11998
9487,25980
66006,21998
68116,15240
13139,25842
20159,9980
55793,9790
46192,32367
34649,13949
32335,12490
2342,24500
62613,6495
62313,12498
68941,12200
11122,24998
40058,14370
46926,18045
41232,22553
24569,19950
72252,17490
47398,13490
1210,17491
7527,20999
57487,10471
68517,15990
9951,30000
25912,10490
30607,9000
24632,15499
25956,7495
39162,23499
6147,16495
65184,7500
58024,16400
49237,12498
55550,22498
40424,11350
51237,13901
45363,38699
67091,21498
43632,46895
14908,31995
28797,12000
54960,10990
66005,9622
51227,10995
66465,14728
60617,16291
42042,26995
65152,14000
10621,18480
54854,16691
57532,6300
6265,12495
17775,9499
26652,22000
18837,13698
20811,18225
48377,9999
71968,18000
62122,14990
47494,21995
58216,7299
17985,11250
74909,12048
47448,19300
19813,13298
30166,15493
55512,6895
48276,26500
54685,2495
54708,10200
30553,12390
70644,8991
40406,19999
57591,6998
66685,13900
18629,11399
51987,8995
73699,13999
72440,9490
3092,13498
42313,19750
28921,11500
29840,7548
54817,9600
56112,11495
46919,9457
64227,7500
27647,8698
15434,9400
74188,9698
36430,36349
50411,7000
33400,15890
46515,28342
23562,9991
8897,24490
41803,25749
71247,18250
29796,11400
53246,11495
62335,7971
48000,22500
25565,10750
30213,13498
50272,16995
44157,6794
75018,13800
11185,19000
5798,11995
74154,13980
43424,22498
67917,26491
2261,16495
55599,9995
30424,10982
64562,11499
31946,15995
57970,11998
62109,12299
68575,12990
54052,22900
16563,9600
24182,21450
15207,12247
24687,13300
53473,6495
32032,22998
54664,9800
40735,36987
17357,2495
13169,8495
54732,975
51532,7490
51236,6995
51832,7850
36749,9480
27438,8800
64757,23495
18459,9998
67325,13490
3763,31990
17558,33500
43087,33990
31795,33970
8184,7498
18449,3485
17397,16290
54021,34990
43870,75995
7048,18200
75874,19495
17249,10295
58234,9989
32008,6995
12558,11998
59370,7899
37538,20389
66900,19412
4058,11795
59989,9703
39560,71199
50727,25190
61506,6395
3989,25999
333,26995
30000,10333
67710,8391
51217,9000
50066,28295
48796,10500
52980,13895
22627,13290
47128,13290
54379,25995
30417,10350
35664,21991
9522,20800
33184,10695
68353,4998
30546,7991
3077,11600
57445,9000
30449,10500
8478,21795
23346,15770
40201,32375
58685,13991
34690,8199
53956,38495
34896,17999
63417,5800
16470,14750
16735,8999
18750,9900
58235,6995
58815,13498
11971,20975
65934,10450
31803,7995
41917,11016
46440,24000
25286,16995
61362,6275
15278,25520
2498,30950
45514,18927
56322,7298
8460,7999
71106,12990
35942,31999
42236,24999
62891,10891
5518,20000
17433,17799
15107,10000
48963,20567
58965,14399
62029,10990
49613,30995
8285,9199
17865,18000
55267,12995
50528,20390
53867,7998
35323,22699
2194,24990
61956,1995
64768,14995
42231,34630
67186,15999
12622,24995
47079,13598
17956,15990
4139,13500
42590,39580
6053,17495
20306,19991
835,33930
29912,2295
2525,15940
52404,9990
10571,49488
18846,9990
44342,11400
442,21400
55495,10485
55784,13498
58057,18999
13792,12500
23718,15260
6901,31990
36145,14899
64328,7998
54748,42990
52863,8700
64634,7599
25067,12997
17921,21999
63349,11995
37514,48599
49439,17067
43547,33599
33267,6495
16981,9000
68862,11699
34193,18491
4831,9300
23085,14690
62157,6970
9900,12392
22202,10495
26273,6791
12606,30532
1491,12465
45976,19995
14377,24775
68046,26990
61793,14299
45688,25400
55718,7250
63981,7230
6275,14950
45002,12000
1640,21374
52973,7995
33812,20400
61098,9617
48707,5350
38174,23750
9667,22988
1979,13500
75356,14742
75271,14490
39775,25991
6089,27495
52346,10290
74697,7488
13660,25590
5923,26990
39604,16440
9408,15990
43343,17999
12580,19250
22497,15999
20910,8390
31367,6999
50834,12998
67999,20146
7871,17800
28548,8095
39223,15165
69606,19599
58914,12250
27099,11000
26825,14299
30215,16995
61345,7850
59924,7980
74762,12766
13218,27980
5904,19430
38289,24500
40960,26980
41437,32999
62138,5890
23297,19665
61610,6740
7697,7495
58432,3795
5698,13500
32064,7950
48339,11395
61775,10600
33820,13140
47005,12490
53607,26495
14805,16980
32345,13699
7561,24850
57500,7295
1946,15465
71588,8950
10040,8790
40529,16260
62150,9443
18454,18999
2327,13698
21868,16050
75645,8995
27898,14998
42137,26500
61869,8990
42965,26498
38156,33000
35441,17300
4466,22990
74205,36995
38476,17300
36687,19250
27040,15990
73829,12500
67677,37995
51374,13975
11573,24480
39140,22995
22267,17999
58522,9995
7463,13490
34677,6890
69087,22999
25310,12500
32088,11298
41209,34698
11575,22980
71622,25741
34383,11998
20426,9997
30433,19500
53966,12998
3278,10995
15914,5995
72467,9600
75512,6250
49443,13950
32582,8495
60225,9699
11554,24990
36592,35891
23214,9999
57867,7450
25824,11300
61991,13250
36602,32699
31551,6799
49227,4995
50913,12998
62967,9200
37466,19780
46053,9480
57582,17995
10996,8940
61325,5379
12595,19490
24919,6999
42575,20682
34558,8500
59680,11000
29515,15645
34895,32099
35539,46200
59791,16498
63777,7699
47196,6250
3302,23995
54680,9998
64224,5699
9321,32980
33004,16990
75673,9991
33691,16498
35988,139995
16952,14795
8674,20999
67208,34995
75972,14991
64805,5895
63727,12999
12559,15999
70616,11000
38101,38250
18410,6100
28792,17298
74288,21000
40139,41949
61584,10599
69836,11900
74763,21750
28639,11221
67136,22000
11294,22500
51642,9498
49568,15500
10773,11799
7658,12556
70359,18500
55967,6270
27091,5399
15703,15630
61529,9995
38546,19999
33635,10495
45374,32998
18465,17750
13735,11000
36655,42981
16638,11491
48492,14490
3841,11795
22125,11295
58215,8999
50694,11290
33182,16495
65212,14550
41444,21780
7850,13495
24439,8244
36108,22489
51982,12995
34503,6000
39914,27199
47435,8690
4963,23950
29182,11000
20149,6991
32800,10100
58358,8590
64575,8090
31484,17299
70678,12500
71867,21000
8049,31790
15401,6940
41676,20000
40233,17875
66362,24499
1167,9671
35372,31495
49985,6495
21362,20590
47978,32090
25711,18995
62895,8995
52138,13490
12482,12299
12883,13500
70205,28698
21785,10500
42382,31529
47727,9495
60278,19995
67942,6199
33448,18588
19476,16500
14781,19850
6228,19998
62344,6530
13019,20000
60253,12398
22705,10900
41960,18791
15648,14340
15228,5799
42956,15998
65863,19698
67436,15795
4304,34990
50049,8995
17540,16500
4293,32990
19275,17500
51072,21495
16804,14000
23811,11450
61903,12480
14250,23995
68405,9691
37295,35539
838,24444
12971,13700
72748,14498
14531,18500
58994,10298
72872,19495
42178,16999
58099,8299
62437,12038
57100,11190
28788,21450
23872,14299
27607,11920
45143,11990
49349,24995
50287,31495
25188,7495
68429,19890
45842,31609
9396,12400
67494,15295
37645,20998
64110,8391
74463,4195
52867,9998
31847,7990
75946,31790
27573,17498
38073,36399
38997,52000
68228,10799
19314,11000
64631,13957
18601,18481
28633,14995
46128,16375
75247,14859
27039,16995
9349,18866
66540,10995
31790,19995
10048,16999
17187,15885
61196,9964
36101,3495
75821,24000
58390,17298
10570,5995
24289,10187
72655,10032
73968,9695
74508,33250
50320,26296
37420,15990
16828,10000
47381,17985
50779,14699
73900,11999
72668,18885
46411,30480
58137,9200
35113,22995
64407,10498
7495,30990
13890,9490
71725,9995
23817,11625
68035,7620
6565,8900
50708,19495
1864,26430
54785,6072
25637,15899
16718,10391
47637,5490
2697,12990
57662,6490
65732,15995
33943,13990
48667,8898
61141,10990
29029,11499
27572,15495
50055,9290
41615,12499
74384,21995
54548,12498
1985,7990
30717,6370
72630,10490
23167,10857
49620,15000
59068,9760
35069,25748
24153,15530
64391,14994
66434,31990
31994,18990
15984,8000
65052,7891
8946,52500
40685,19980
24925,12250
3164,23990
49524,14995
8302,13998
32466,7990
3228,24990
67178,11495
53829,9995
71571,21495
8925,15200
44894,25699
27796,19560
62641,10090
8514,16107
54995,9700
48712,20995
51882,20995
11200,23591
56800,8999
24882,15190
38058,24998
20664,14490
20529,11479
44972,44000
45624,22480
64549,14500
45138,24995
55933,12750
16266,10695
10918,23950
54914,12436
36640,28699
52035,13999
10795,32451
27654,1850
21261,16191
5200,17931
58729,8750
40609,72950
67816,13990
67066,12000
67139,11495
49440,12998
28139,10990
29262,2690
13611,9270
19571,8000
60519,6247
12835,13900
21898,9000
24942,12000
34467,14798
48909,31000
37143,10995
15622,15498
48107,6791
56426,4595
36534,40899
57424,14780
11007,20498
9169,14250
31699,18970
49138,9599
11777,11995
72089,17498
26287,14610
62611,14730
20360,9499
32650,13980
2196,29995
18644,22950
23736,11704
34234,11680
67172,12990
27062,5995
30502,19500
19209,10999
1646,23000
8737,16600
11355,16990
56382,7500
25156,6990
52810,12295
40391,29099
53570,8800
13856,13298
2371,14700
14280,7740
35170,42991
4385,11250
58351,14599
14496,54995
60102,12991
74571,22790
26949,7499
5575,13498
56444,10498
31508,17390
58709,10230
59159,6998
10320,28888
22555,12495
74621,17990
65548,10491
50538,5990
54863,6750
44774,27699
67865,16895
69812,8390
71170,9889
57241,7488
66634,17490
72591,24999
70575,16595
20670,9400
75679,26999
9160,19899
53894,9000
51711,8099
62153,10995
18303,12610
4413,18995
66277,16979
71269,17995
26047,21300
40154,15361
35260,32249
13986,16980
19739,5999
7304,12990
24379,7600
48307,3500
7862,16750
22751,8990
71261,24971
72625,12991
37691,11998
20413,11000
9416,22490
18181,7699
21602,10995
49565,19899
70884,27998
16316,16699
23027,17000
66357,21500
46850,23991
46245,15995
3305,50990
54788,8985
5854,28985
74668,10480
24449,9995
72952,20941
1714,29990
29938,9679
16040,11199
61528,13295
39643,21900
29530,16249
3667,11000
18722,9999
43968,26199
39885,12999
846,21000
33177,12991
65119,11498
62064,10500
8349,20975
70138,14000
13115,13990
8470,17484
22378,14699
44892,33499
13186,11999
30273,16794
66046,1295
44696,27000
11311,10599
31628,14999
6959,14999
44061,18358
5615,29750
39978,11995
37795,19890
15840,11995
10800,19998
12409,14995
71975,12541
65886,14966
39524,16000
72537,10990
54962,8995
19643,9700
44798,17295
51776,14871
66216,10941
5794,13499
28778,10799
38804,13100
14420,17799
39268,22980
1766,38000
307,30990
33985,7995
74886,17990
28795,19490
57350,3995
33945,18330
45351,19490
58384,9990
2756,51995
45387,14991
60168,5995
34829,18999
18784,6999
30555,3995
18209,16900
54697,23498
22124,18680
23362,9000
62303,5998
2466,19998
72183,9790
56332,8698
62483,8791
70863,20489
33609,14470
48096,13750
6075,9999
18505,14440
42697,27880
66178,9299
57899,10498
28510,10300
65889,9995
55434,4450
4467,19225
9790,25995
36296,26899
27340,11498
6064,29490
16275,10998
51941,24525
70850,8491
15386,7895
1017,17790
59128,8999
72814,17298
1285,11499
40897,31950
64914,12000
13053,23995
46847,6500
43406,25599
54773,7100
65319,8060
44564,21599
10564,34985
58557,11194
36957,16480
74663,6650
70376,6995
35805,34480
1354,13450
26284,10400
56601,9800
55666,20995
27546,999
2052,18120
56235,6250
57597,13495
4915,10995
55465,6500
14561,25995
42424,21998
68815,10498
55713,11585
59400,8140
56378,11750
38048,10699
48344,17300
66080,15372
70411,11495
17645,12000
54518,25499
23650,2725
73597,7995
25277,8495
4179,13240
38021,18100
41533,14499
43475,34980
5788,24250
20082,11200
34137,27995
1922,29995
2170,22890
8862,10998
50573,17400
63874,2699
72435,12490
38042,19999
7370,28990
58334,6040
44526,14999
67555,6998
42785,32599
29388,10000
33173,6995
61510,16000
56943,11798
1712,26000
35716,19799
18766,9999
7379,8295
61084,16991
69,18950
7713,33066
29071,11450
49381,13590
66823,20490
60420,12000
69760,32990
126,22150
62724,14995
58488,8999
70642,29995
59995,15690
992,20995
42072,18990
7178,25750
9661,10400
59891,13996
31742,22470
30234,8791
4976,8600
28412,10599
41239,14000
25715,9500
41590,17995
59145,11499
45033,15999
68086,10200
38248,32049
47161,13995
39008,20000
3027,29250
31572,8495
8973,19980
72030,11990
48579,10700
69396,32285
75328,10495
68954,9890
12610,20685
8750,25551
44631,24480
45206,29549
57886,13200
1802,19222
49734,9995
21284,11300
31856,18495
65469,18058
18950,8800
9297,19950
10884,20999
46045,10791
35824,15462
65130,16990
44791,17672
30269,20510
11751,31780
69565,17090
38983,37249
11913,32498
61898,13498
19581,10998
63640,24999
38858,35002
5790,34990
18526,10999
47490,7700
45064,15475
41231,26595
2773,19990
16262,8999
54341,23997
10803,33940
59731,14694
57145,12000
52203,9950
42299,27359
27970,10491
75768,18499
52110,10992
35675,37385
36488,25599
23201,11500
59901,12996
18658,9750
38312,28995
13828,7995
59603,13499
11378,20990
4265,39700
70192,16500
54809,7995
3166,10500
70814,8990
56070,12495
34858,17900
61798,9220
50318,9030
43925,21299
66347,11759
39936,36247
13152,18495
46366,14499
24200,16798
1039,21491
52927,9995
15742,12300
30359,7999
63441,7995
52745,10698
19951,7759
65595,13991
15389,14450
50557,9499
52369,20500
74994,6199
49899,5990
75028,10995
35000,20999
18200,13030
59446,8295
35496,20790
53213,10395
45802,15965
1745,19995
74208,9490
55493,15990
17058,19570
51388,11284
16761,12491
8728,18995
498,20880
17367,4940
11474,13999
21418,19800
37971,39995
13172,10225
74175,8880
72214,9500
26610,6395
34706,29000
60182,15998
61713,4495
45944,16552
19596,12000
62070,6571
34116,5995
28817,14980
72112,7995
57829,15995
46212,13349
30081,9600
64162,6000
2753,53990
71116,20491
69331,17500
50262,6690
28700,20000
65114,2195
47001,8500
4484,30576
45190,9742
8845,32500
3957,19999
72956,6495
46682,43981
13297,23230
75517,28990
48094,5995
41564,18799
24317,16495
47913,9898
11308,20991
24414,10790
6767,20498
11784,45999
40881,19699
71452,12989
71186,11698
33939,8750
51340,11991
74661,32490
18957,12249
6924,16089
6541,18950
50440,16000
38538,36495
67423,11650
34292,7101
38134,17100
48045,19999
11862,16195
27023,5995
63041,12499
58768,10499
53781,8499
55529,20995
18568,18495
44931,33480
24530,10498
49935,17790
36670,20990
66948,29995
74034,9541
14601,19498
24680,10690
27549,7250
74098,20500
4099,22300
56437,7495
30130,15799
33527,9139
74548,21500
16936,8998
50901,9950
73690,11950
45453,10995
74011,16249
75402,32995
29020,10671
49765,11998
15963,8800
7826,23995
33906,14699
32120,11795
73637,27552
40063,20475
37103,23994
73679,12995
72816,17298
34027,8490
55516,9870
29185,8500
75489,15290
50148,20998
1609,20000
33292,8498
59786,9455
17887,11000
23323,16489
40884,19000
51858,12495
37164,32480
55627,11590
33887,15450
68183,19590
8574,30000
20126,11799
16328,11000
74247,8998
19051,6500
41187,22880
7829,13000
59131,9999
25335,9298
70992,23999
22898,11790
68358,18490
20128,18389
65883,26116
64109,7250
69728,10990
17787,3895
9477,10999
31054,21750
16241,5499
70509,16995
66678,15250
59190,11989
19313,7730
20002,17990
33888,13785
14188,44950
60376,9000
13620,23240
17792,10460
22701,9491
44713,14990
12591,9699
39594,25890
75085,18998
17152,9495
4013,17000
42060,28896
51592,14975
70351,20996
72208,12899
47397,11355
55269,17000
3622,13800
285,16995
40425,32068
8370,23898
28891,7500
53541,5722
37392,28491
21918,13998
65993,20990
59115,10695
5985,4995
34540,13490
13843,16900
66207,14999
9520,9698
7175,17690
70046,6495
64452,10490
40010,13600
22657,12000
65515,8200
58978,6498
4612,12505
6597,13991
72325,9000
21695,10999
71957,19500
43695,24700
66393,24676
59666,10000
12680,22850
75069,30900
61810,7999
53697,8158
68455,17298
46036,18995
9184,30999
23356,11998
1637,23950
19388,16370
74200,13498
26642,13710
63105,10998
29491,10691
58106,9400
1611,53950
72369,27990
68716,16750
53705,27570
60921,15499
50239,8295
68729,7995
62100,8698
11794,40980
12069,16800
29184,10999
66349,12392
1857,19995
46453,23690
45700,22000
66048,18445
16091,32499
60813,16000
27870,17250
72338,26995
41034,18500
6487,24995
49892,24995
65517,8999
68730,25499
45126,30980
22993,5998
64276,14499
33804,15000
11599,24498
23171,17799
22182,7490
70689,20498
67281,14600
22874,17000
32725,8499
30139,10500
26026,14498
54243,10495
27286,19998
6735,30998
61368,9990
48435,10495
37372,19499
10605,12970
11247,21480
28536,10298
132,6450
57961,7499
26168,8000
51825,3990
59699,5998
73607,17000
34935,13400
54009,9998
41336,16498
62186,6491
12128,28990
69983,23998
36710,25980
8075,15490
6129,13995
41588,24995
72113,12995
36173,17850
19685,8580
43184,22990
65345,10698
75887,17500
47195,14900
694,33444
47884,14485
40835,30492
8998,11891
5857,9791
17436,16700
71509,19290
16567,16790
68586,11099
48097,8500
64431,15799
20780,15498
2026,12771
19855,11998
53054,6995
25910,5995
74695,11799
43959,40179
684,10726
72970,14498
29620,13998
28956,6980
43239,18590
74854,16259
27255,7500
34007,10970
66420,15898
35857,25799
5223,23745
9212,14291
52385,20495
9893,21500
60274,6695
43504,18990
52256,2495
64792,7700
47665,11490
53637,7995
11697,24800
37902,18498
67991,24995
9859,15490
5405,11400
48651,15990
32855,15498
47292,16490
63294,9210
18604,15390
57696,11791
36384,22625
19896,13583
65926,20795
67010,22444
6695,9795
58256,8598
34237,9580
6646,18498
15332,11591
54141,13432
3365,24490
4078,15950
65851,9000
44989,55290
50155,13618
18699,10250
14068,18999
10959,22442
75848,7810
18556,10299
44554,11490
3547,36000
30221,6591
38283,20444
27995,18495
61952,10750
2185,21750
7149,25888
11812,11557
60692,12498
45235,28900
47552,13490
66686,19800
43051,19690
15373,15995
67122,15690
60344,17995
3767,16490
66679,12999
68999,17999
24965,13298
20268,4998
37311,7891
54593,21700
39773,24994
49996,18495
32915,10000
54774,9480
24021,27400
71045,9995
17795,6295
14534,29950
13865,16840
